fid,Name,GPR_sum
"917",kml_83722,"0.1"
"918",kml_83736,"0.2"
"919",kml_83769,"0.2"
"920",kml_83860,"0.257142857"
"921",kml_83944,"0.2"
"922",kml_83946,"0.2"
"923",kml_83950,"0.1"
"924",kml_83954,"0.2"
"925",kml_83958,"0.2"
"926",kml_83960,"0.1"
"927",kml_83964,"0.2"
"928",kml_83965,"0.3"
"929",kml_84007,"0.085714286"
"930",kml_84011,"0.3"
"931",kml_84014,"0.2"
"932",kml_84074,"0.3"
"933",kml_84077,"0.5"
"934",kml_84078,"0.5"
"935",kml_84112,"0.2"
"936",kml_84115,"0.2"
"937",kml_84155,"0.2"
"938",kml_84166,"0.228571429"
"939",kml_84173,"0"
"940",kml_84184,"0.2"
"941",kml_84190,"0.228571429"
"942",kml_84191,"0.2"
"943",kml_84192,"0.2"
"944",kml_84196,"0.2"
"945",kml_84242,"0.2"
"946",kml_84252,"0.2"
"947",kml_84259,"0.2"
"948",kml_84293,"0.071428571"
"949",kml_84297,"0.071428571"
"950",kml_84299,"0.3"
"951",kml_84321,"0.2"
"952",kml_84325,"0"
"953",kml_84333,"0.157142857"
"954",kml_84334,"0.2"
"955",kml_84349,"0.1"
"956",kml_84397,"0.3"
"957",kml_84448,"0.2"
"958",kml_84511,"0.3"
"959",kml_84512,"0.2"
"960",kml_84517,"0.2"
"961",kml_84519,"0.2"
"962",kml_84523,"0.2"
"963",kml_84576,"0.2"
"964",kml_84579,"0.228571429"
"965",kml_84585,"0.1"
"966",kml_84587,"0.2"
"967",kml_84595,"0.2"
"968",kml_84619,"0.2"
"969",kml_84620,"0.228571429"
"970",kml_84621,"0.2"
"971",kml_84717,"0.2"
"972",kml_84721,"0.342857143"
"973",kml_84728,"0.228571429"
"974",kml_84729,"0.2"
"975",kml_84760,"0.228571429"
"976",kml_84763,"0.1"
"977",kml_84777,"0.2"
"978",kml_84778,"0.2"
"979",kml_84791,"0.2"
"980",kml_84798,"0.1"
"981",kml_84800,"0"
"982",kml_84829,"0.2"
"983",kml_84837,"0.1"
"984",kml_84881,"0.1"
"985",kml_84914,"0.2"
"986",kml_85105,"0.2"
"987",kml_85107,"0.2"
"988",kml_85215,"0.2"
"989",kml_85299,"0.2"
"990",kml_85310,"0.028571429"
"991",kml_85312,"0.1"
"992",kml_85313,"0.2"
"993",kml_85324,"0.2"
"994",kml_85349,"0.157142857"
"995",kml_85390,"0.2"
"996",kml_85461,"0.2"
"997",kml_85475,"0.228571429"
"998",kml_85477,"0.228571429"
"999",kml_85478,"0.228571429"
"1000",kml_85489,"0.157142857"
"1001",kml_85490,"0"
"1002",kml_85491,"0.157142857"
"1003",kml_85528,"0.2"
"1004",kml_85529,"0.2"
"1005",kml_85531,"0.228571429"
"1006",kml_85558,"0.1"
"1007",kml_85567,"0.157142857"
"1008",kml_85635,"0.1"
"1009",kml_85657,"0.2"
"1010",kml_85665,"0.157142857"
"1011",kml_85666,"0.157142857"
"1012",kml_85703,"0.371428571"
"1013",kml_85709,"0.157142857"
"1014",kml_85763,"0.2"
"1015",kml_85778,"0.2"
"1016",kml_85820,"0.3"
"1017",kml_85862,"0.2"
"1018",kml_85870,"0.2"
"1019",kml_85883,"0.228571429"
"1020",kml_85925,"0.2"
"1021",kml_85930,"0.2"
"1022",kml_85940,"0.4"
"1023",kml_86002,"0.228571429"
"1024",kml_86003,"0.228571429"
"1025",kml_86238,"0.228571429"
"1026",kml_86240,"0.228571429"
"1027",kml_86285,"0.2"
"1028",kml_86294,"0.2"
"1029",kml_86337,"0.2"
"1030",kml_86343,"0.2"
"1031",kml_86345,"0.2"
"1032",kml_86349,"0.3"
"1033",kml_86351,"0.2"
"1034",kml_86413,"0.2"
"1035",kml_86472,"0.228571429"
"1036",kml_86474,"0.228571429"
"1037",kml_86515,"0.2"
"1038",kml_86518,"0.2"
"1039",kml_86523,"0.2"
"1040",kml_86749,"0.2"
"1041",kml_86961,"0.2"
"1042",kml_86962,"0.114285714"
"1043",kml_86967,"0.3"
"1044",kml_87025,"0.228571429"
"1045",kml_87061,"0.2"
"1046",kml_87076,"0.285714286"
"1047",kml_87077,"0.228571429"
"1048",kml_87078,"0.228571429"
"1049",kml_87110,"0.228571429"
"1050",kml_87116,"0.228571429"
"1051",kml_87139,"0.2"
"1052",kml_87140,"0.2"
"1053",kml_87141,"0.2"
"1054",kml_87143,"0.2"
"1055",kml_87145,"0.242857143"
"1056",kml_87166,"0.2"
"1057",kml_87174,"0.1"
"1058",kml_87220,"0.228571429"
"1059",kml_87248,"0.4"
"1060",kml_87249,"0.2"
"1061",kml_87251,"0.2"
"1062",kml_87260,"0.285714286"
"1063",kml_87277,"0.5"
"1064",kml_87278,"0.4"
"1065",kml_87279,"0.3"
"1066",kml_87290,"0.4"
"1067",kml_87296,"0.228571429"
"1068",kml_87313,"0.228571429"
"1069",kml_87315,"0.285714286"
"1070",kml_87353,"0.3"
"1071",kml_87354,"0.3"
"1072",kml_87373,"0.228571429"
"1073",kml_87379,"0.228571429"
"1074",kml_87381,"0.285714286"
"1075",kml_87393,"0.3"
"1076",kml_87437,"0.2"
"1077",kml_87442,"0.2"
"1078",kml_87465,"0.228571429"
"1079",kml_87468,"0.1"
"1080",kml_87474,"0.128571429"
"1081",kml_87523,"0.228571429"
"1082",kml_87535,"0.228571429"
"1083",kml_87569,"0.2"
"1084",kml_87580,"0.228571429"
"1085",kml_87592,"0.228571429"
"1086",kml_87593,"0.228571429"
"1087",kml_87620,"0.2"
"1088",kml_87623,"0.157142857"
"1089",kml_87626,"0.2"
"1090",kml_87628,"0.2"
"1091",kml_87629,"0.2"
"1092",kml_87659,"0.257142857"
"1093",kml_87690,"0.285714286"
"1094",kml_87696,"0.228571429"
"1095",kml_87698,"0.228571429"
"1096",kml_87740,"0.2"
"1097",kml_87742,"0.285714286"
"1098",kml_87762,"0.2"
"1099",kml_87776,"0.228571429"
"1100",kml_87805,"0.228571429"
"1101",kml_87820,"0.228571429"
"1102",kml_87848,"0.228571429"
"1103",kml_87854,"0.3"
"1104",kml_87864,"0.157142857"
"1105",kml_87919,"0.228571429"
"1106",kml_87925,"0.285714286"
"1107",kml_87928,"0.228571429"
"1108",kml_87934,"0.2"
"1109",kml_87941,"0.242857143"
"1110",kml_87943,"0.228571429"
"1111",kml_87949,"0.228571429"
"1112",kml_88005,"0.228571429"
"1113",kml_88007,"0.228571429"
"1114",kml_88079,"0.228571429"
"1115",kml_88084,"0.228571429"
"1116",kml_88173,"0.2"
"1117",kml_88237,"0.2"
"1118",kml_88240,"0.2"
"1119",kml_88241,"0.2"
"1120",kml_88266,"0.2"
"1121",kml_88267,"0.2"
"1122",kml_88268,"0.2"
"1123",kml_88269,"0.2"
"1124",kml_88270,"0.2"
"1125",kml_88271,"0.2"
"1126",kml_88273,"0.2"
"1127",kml_88275,"0.2"
"1128",kml_88276,"0.2"
"1129",kml_88306,"0.1"
"1130",kml_88312,"0"
"1131",kml_88314,"0.1"
"1132",kml_88315,"0.2"
"1133",kml_88316,"0.228571429"
"1134",kml_88324,"0.2"
"1135",kml_88369,"0.028571429"
"1136",kml_88396,"0.228571429"
"1137",kml_88397,"0.157142857"
"1138",kml_88398,"0.157142857"
"1139",kml_88416,"0.3"
"1140",kml_88430,"0"
"1141",kml_88431,"0.028571429"
"1142",kml_88528,"0.2"
"1143",kml_88598,"0.2"
"1144",kml_88605,"0.228571429"
"1145",kml_88693,"0.4"
"1146",kml_88725,"0.2"
"1147",kml_88731,"0.1"
"1148",kml_88732,"0.228571429"
"1149",kml_88783,"0.2"
"1150",kml_88805,"0.2"
"1151",kml_88806,"0.228571429"
"1152",kml_88807,"0.2"
"1153",kml_88907,"0.285714286"
"1154",kml_88908,"0.228571429"
"1155",kml_89020,"0.4"
"1156",kml_89021,"0.4"
"1157",kml_89037,"0.228571429"
"1158",kml_89075,"0.228571429"
"1159",kml_89079,"0.285714286"
"1160",kml_89103,"0.242857143"
"1161",kml_89105,"0.2"
"1162",kml_89196,"0.2"
"1163",kml_89234,"0.2"
"1164",kml_89267,"0.2"
"1165",kml_89294,"0.2"
"1166",kml_89344,"0.2"
"1167",kml_89352,"0.2"
"1168",kml_89356,"0.228571429"
"1169",kml_89358,"0.2"
"1170",kml_89419,"0.2"
"1171",kml_89441,"0.228571429"
"1172",kml_89445,"0.2"
"1173",kml_89446,"0.228571429"
"1174",kml_89447,"0.157142857"
"1175",kml_89458,"0.2"
"1176",kml_89522,"0.157142857"
"1177",kml_89526,"0.157142857"
"1178",kml_89558,"0.2"
"1179",kml_89567,"0.2"
"1180",kml_89617,"0.2"
"1181",kml_89666,"0.4"
"1182",kml_89682,"0.3"
"1183",kml_89723,"0.228571429"
"1184",kml_89741,"0.3"
"1185",kml_89749,"0.3"
"1186",kml_89750,"0.3"
"1187",kml_89759,"0.2"
"1188",kml_89939,"0.228571429"
"1189",kml_89978,"0"
"1190",kml_90010,"0.228571429"
"1191",kml_90079,"0.228571429"
"1192",kml_90109,"0.2"
"1193",kml_90121,"0.2"
"1194",kml_90183,"0.2"
"1195",kml_90184,"0.2"
"1196",kml_90277,"0.2"
"1197",kml_90333,"0.2"
"1198",kml_90348,"0.2"
"1199",kml_90381,"0.1"
"1200",kml_90387,"0.1"
"1201",kml_90433,"0.1"
"1202",kml_90435,"0.228571429"
"1203",kml_90436,"0.228571429"
"1204",kml_90448,"0.2"
"1205",kml_90449,"0.2"
"1206",kml_90451,"0.2"
"1207",kml_90452,"0.2"
"1208",kml_90478,"0.228571429"
"1209",kml_90525,"0.2"
"1210",kml_90531,"0.2"
"1211",kml_90532,"0.2"
"1212",kml_90533,"0.2"
"1213",kml_90534,"0.2"
"1214",kml_90535,"0.2"
"1215",kml_90536,"0.157142857"
"1216",kml_90542,"0.3"
"1217",kml_90543,"0.2"
"1218",kml_90545,"0.2"
"1219",kml_90558,"0.3"
"1220",kml_90559,"0.3"
"1221",kml_90560,"0.3"
"1222",kml_90579,"0.157142857"
"1223",kml_90624,"0.4"
"1224",kml_90639,"0.1"
"1225",kml_90640,"0.1"
"1226",kml_90664,"0.285714286"
"1227",kml_90678,"0.2"
"1228",kml_90732,"0.1"
"1229",kml_90737,"0.228571429"
"1230",kml_90738,"0.2"
"1231",kml_90739,"0.2"
"1232",kml_90834,"0.3"
"1233",kml_90887,"0.2"
"1234",kml_90888,"0.2"
"1235",kml_90890,"0.228571429"
"1236",kml_90893,"0.2"
"1237",kml_90897,"0.228571429"
"1238",kml_91045,"0.1"
"1239",kml_91046,"0"
"1240",kml_91143,"0.1"
"1241",kml_91180,"0.371428571"
"1242",kml_91183,"0.2"
"1243",kml_91390,"0.2"
"1244",kml_91474,"0"
"1245",kml_91544,"0"
"1246",kml_91692,"0.157142857"
"1247",kml_91718,"0"
"1248",kml_91826,"0.228571429"
"1249",kml_91839,"0.228571429"
"1250",kml_91844,"0"
"1251",kml_91879,"0.228571429"
"1252",kml_91880,"0.228571429"
"1253",kml_91952,"0.157142857"
"1254",kml_91963,"0.2"
"1255",kml_91964,"0.2"
"1256",kml_91997,"0.228571429"
"1257",kml_91998,"0.1"
"1258",kml_92122,"0.1"
"1259",kml_92126,"0.1"
"1260",kml_92128,"0.1"
"1261",kml_92131,"0.1"
"1262",kml_92143,"0.228571429"
"1263",kml_92191,"0.257142857"
"1264",kml_92192,"0"
"1265",kml_92245,"0.3"
"1266",kml_92246,"0.228571429"
"1267",kml_92251,"0.2"
"1268",kml_92266,"0.1"
"1269",kml_92269,"0.2"
"1270",kml_92293,"0"
"1271",kml_92312,"0.2"
"1272",kml_92313,"0.2"
"1273",kml_92314,"0.2"
"1274",kml_92315,"0.2"
"1275",kml_92316,"0.2"
"1276",kml_92318,"0.2"
"1277",kml_92320,"0.2"
"1278",kml_92343,"0.4"
"1279",kml_92347,"0"
"1280",kml_92444,"0.428571429"
"1281",kml_92449,"0.028571429"
"1282",kml_92476,"0.2"
"1283",kml_92477,"0.2"
"1284",kml_92507,"0.228571429"
"1285",kml_92627,"0.1"
"1286",kml_92662,"0.228571429"
"1287",kml_92663,"0.3"
"1288",kml_92664,"0.371428571"
"1289",kml_92678,"0.285714286"
"1290",kml_92707,"0.5"
"1291",kml_92710,"0.228571429"
"1292",kml_92711,"0.228571429"
"1293",kml_92715,"0.6"
"1294",kml_92756,"0.228571429"
"1295",kml_92757,"0.3"
"1296",kml_92822,"0.1"
"1297",kml_92865,"0.371428571"
"1298",kml_92866,"0.228571429"
"1299",kml_92868,"0.228571429"
"1300",kml_92890,"0.328571429"
"1301",kml_92891,"0.328571429"
"1302",kml_92892,"0.228571429"
"1303",kml_92893,"0.228571429"
"1304",kml_92894,"0.257142857"
"1305",kml_92895,"0.3"
"1306",kml_92897,"0.257142857"
"1307",kml_92916,"0.1"
"1308",kml_92936,"0.142857143"
"1309",kml_92937,"0.142857143"
"1310",kml_92950,"0.228571429"
"1311",kml_92952,"0.228571429"
"1312",kml_92962,"0.2"
"1313",kml_92991,"0.228571429"
"1314",kml_93022,"0.3"
"1315",kml_93026,"0.3"
"1316",kml_93031,"0.228571429"
"1317",kml_93038,"0.228571429"
"1318",kml_93078,"0.228571429"
"1319",kml_93085,"0.1"
"1320",kml_93086,"0.1"
"1321",kml_93088,"0.1"
"1322",kml_93098,"0.1"
"1323",kml_93099,"0.228571429"
"1324",kml_93113,"0.2"
"1325",kml_93115,"0.228571429"
"1326",kml_93138,"0.4"
"1327",kml_93158,"0.242857143"
"1328",kml_93159,"0.228571429"
"1329",kml_93161,"0.228571429"
"1330",kml_93168,"0.2"
"1331",kml_93216,"0.2"
"1332",kml_93224,"0.457142857"
"1333",kml_93226,"0.5"
"1334",kml_93228,"0.2"
"1335",kml_93247,"0.228571429"
"1336",kml_93248,"0.228571429"
"1337",kml_93266,"0.2"
"1338",kml_93305,"0.242857143"
"1339",kml_93306,"0.228571429"
"1340",kml_93363,"0.1"
"1341",kml_93384,"0.3"
"1342",kml_93391,"0.3"
"1343",kml_93406,"0.3"
"1344",kml_93412,"0.057142857"
"1345",kml_93419,"0.1"
"1346",kml_93421,"0.228571429"
"1347",kml_93426,"0.1"
"1348",kml_93456,"0.157142857"
"1349",kml_93477,"0.228571429"
"1350",kml_93483,"0.371428571"
"1351",kml_93486,"0.371428571"
"1352",kml_93488,"0.371428571"
"1353",kml_93516,"0.228571429"
"1354",kml_93518,"0.371428571"
"1355",kml_93519,"0.371428571"
"1356",kml_93521,"0.371428571"
"1357",kml_93527,"0.4"
"1358",kml_93530,"0.285714286"
"1359",kml_93573,"0"
"1360",kml_93574,"0.1"
"1361",kml_93576,"0"
"1362",kml_93577,"0"
"1363",kml_93578,"0"
"1364",kml_93610,"0.3"
"1365",kml_93617,"0.5"
"1366",kml_93669,"0.3"
"1367",kml_93739,"0.228571429"
"1368",kml_93740,"0.228571429"
"1369",kml_93741,"0.228571429"
"1370",kml_93819,"0.2"
"1371",kml_93855,"0.2"
"1372",kml_93891,"0.2"
"1373",kml_93894,"0.2"
"1374",kml_93902,"0.2"
"1375",kml_93913,"0.3"
"1376",kml_93914,"0.3"
"1377",kml_94044,"0.3"
"1378",kml_94067,"0.228571429"
"1379",kml_94108,"0.1"
"1380",kml_94262,"0.2"
"1381",kml_94263,"0.2"
"1382",kml_94418,"0.2"
"1383",kml_94419,"0.2"
"1384",kml_94540,"0.157142857"
"1385",kml_94546,"0.2"
"1386",kml_94547,"0.2"
"1387",kml_94581,"0.228571429"
"1388",kml_94773,"0.028571429"
"1389",kml_94777,"0.228571429"
"1390",kml_94908,"0.2"
"1391",kml_94937,"0.1"
"1392",kml_94938,"0.2"
"1393",kml_95026,"0.1"
"1394",kml_95031,"0.2"
"1395",kml_95036,"0.2"
"1396",kml_95046,"0.228571429"
"1397",kml_95086,"0.2"
"1398",kml_95087,"0.2"
"1399",kml_95102,"0.2"
"1400",kml_95120,"0.1"
"1401",kml_95178,"0.2"
"1402",kml_95289,"0"
"1403",kml_95314,"0.2"
"1404",kml_95325,"0"
"1405",kml_95360,"0.028571429"
"1406",kml_95465,"0"
"1407",kml_95539,"0.157142857"
"1408",kml_95626,"0.2"
"1409",kml_95681,"0.2"
"1410",kml_95849,"0.1"
"1411",kml_95906,"0.2"
"1412",kml_96099,"0.028571429"
"1413",kml_96130,"0"
"1414",kml_96134,"0.2"
"1415",kml_96176,"0.3"
"1416",kml_96209,"0.2"
"1417",kml_96272,"0.2"
"1418",kml_96273,"0.2"
"1419",kml_96330,"0.2"
"1420",kml_96347,"0.3"
"1421",kml_96350,"0.1"
"1422",kml_96351,"0.1"
"1423",kml_96352,"0.1"
"1424",kml_96353,"0.1"
"1425",kml_96355,"0.2"
"1426",kml_96358,"0.214285714"
"1427",kml_96359,"0.2"
"1428",kml_96360,"0.228571429"
"1429",kml_96361,"0.228571429"
"1430",kml_96362,"0.2"
"1431",kml_96363,"0.2"
"1432",kml_96364,"0.2"
"1433",kml_96366,"0.2"
"1434",kml_96396,"0.214285714"
"1435",kml_96397,"0.3"
"1436",kml_96398,"0.2"
"1437",kml_96508,"0.1"
"1438",kml_96509,"0.1"
"1439",kml_96510,"0.1"
"1440",kml_96520,"0.228571429"
"1441",kml_96545,"0.2"
"1442",kml_96583,"0.285714286"
"1443",kml_96584,"0.285714286"
"1444",kml_96594,"0.2"
"1445",kml_96601,"0"
"1446",kml_96602,"0"
"1447",kml_96631,"0.228571429"
"1448",kml_96641,"0.242857143"
"1449",kml_96646,"0.2"
"1450",kml_96647,"0.2"
"1451",kml_96649,"0.2"
"1452",kml_96655,"0.1"
"1453",kml_96657,"0.3"
"1454",kml_96660,"0.2"
"1455",kml_96682,"0.228571429"
"1456",kml_96700,"0.1"
"1457",kml_96702,"0.2"
"1458",kml_96717,"0.228571429"
"1459",kml_96732,"0.228571429"
"1460",kml_96733,"0.2"
"1461",kml_96734,"0"
"1462",kml_96750,"0.228571429"
"1463",kml_96751,"0.228571429"
"1464",kml_96753,"0.228571429"
"1465",kml_96755,"0.228571429"
"1466",kml_96791,"0.257142857"
"1467",kml_96796,"0.228571429"
"1468",kml_96798,"0.1"
"1469",kml_96833,"0.3"
"1470",kml_96835,"0.228571429"
"1471",kml_96836,"0.228571429"
"1472",kml_96838,"0.157142857"
"1473",kml_96841,"0.271428571"
"1474",kml_96842,"0"
"1475",kml_96845,"0.328571429"
"1476",kml_96846,"0.228571429"
"1477",kml_96852,"0.228571429"
"1478",kml_96874,"0.228571429"
"1479",kml_96911,"0.2"
"1480",kml_96922,"0.285714286"
"1481",kml_96930,"0.271428571"
"1482",kml_96935,"0.157142857"
"1483",kml_96936,"0.2"
"1484",kml_96937,"0.2"
"1485",kml_96947,"0.028571429"
"1486",kml_96951,"0.3"
"1487",kml_97463,"0"
"1488",kml_98430,"0.2"
"1489",kml_98547,"0.228571429"
"1490",kml_99673,"0"
"1491",kml_99773,"0"
"1492",kml_99924,"0.1"
"1493",kml_99934,"0.1"
"1494",kml_100078,"0"
"1495",kml_100172,"0"
"1496",kml_100274,"0.1"
"1497",kml_100849,"0"
"1498",kml_101306,"0.228571429"
"1499",kml_101307,"0.2"
"1500",kml_101309,"0.2"
"1501",kml_101481,"0.2"
"1502",kml_101527,"0.328571429"
"1503",kml_101538,"0.242857143"
"1504",kml_101540,"0.2"
"1505",kml_101560,"0.1"
"1506",kml_101561,"0.2"
"1507",kml_101562,"0.2"
"1508",kml_101565,"0.071428571"
"1509",kml_101619,"0"
"1510",kml_101627,"0.2"
"1511",kml_101757,"0.2"
"1512",kml_101892,"0.2"
"1513",kml_102022,"0.128571429"
"1514",kml_102061,"0.228571429"
"1515",kml_102067,"0.285714286"
"1516",kml_102113,"0.228571429"
"1517",kml_102144,"0.2"
"1518",kml_102184,"0.1"
"1519",kml_102204,"0.2"
"1520",kml_102226,"0"
"1521",kml_102227,"0"
"1522",kml_102257,"0.2"
"1523",kml_102280,"0.2"
"1524",kml_102306,"0.228571429"
"1525",kml_102307,"0.257142857"
"1526",kml_102311,"0.371428571"
"1527",kml_102312,"0.3"
"1528",kml_102315,"0.3"
"1529",kml_102316,"0.3"
"1530",kml_102423,"0.242857143"
"1531",kml_102426,"0.228571429"
"1532",kml_102427,"0.2"
"1533",kml_102483,"0.3"
"1534",kml_102548,"0.1"
"1535",kml_102550,"0.257142857"
"1536",kml_102556,"0.214285714"
"1537",kml_102557,"0.2"
"1538",kml_102559,"0.3"
"1539",kml_102600,"0.228571429"
"1540",kml_102678,"0.257142857"
"1541",kml_102679,"0.3"
"1542",kml_102697,"0.242857143"
"1543",kml_102759,"0.2"
"1544",kml_102776,"0.2"
"1545",kml_102853,"0.2"
"1546",kml_102930,"0.2"
"1547",kml_102957,"0.2"
"1548",kml_102958,"0.2"
"1549",kml_102963,"0.2"
"1550",kml_103071,"0"
"1551",kml_103107,"0.228571429"
"1552",kml_103111,"0"
"1553",kml_103122,"0.3"
"1554",kml_103124,"0.3"
"1555",kml_103130,"0.2"
"1556",kml_103147,"0.1"
"1557",kml_103170,"0.2"
"1558",kml_103263,"0.2"
"1559",kml_103267,"0.2"
"1560",kml_103275,"0.2"
"1561",kml_103337,"0.2"
"1562",kml_103351,"0.3"
"1563",kml_103444,"0.228571429"
"1564",kml_103534,"0.2"
"1565",kml_103625,"0.285714286"
"1566",kml_103626,"0.228571429"
"1567",kml_103627,"0.228571429"
"1568",kml_103676,"0.228571429"
"1569",kml_103768,"0.2"
"1570",kml_103775,"0.2"
"1571",kml_103776,"0.2"
"1572",kml_103820,"0.228571429"
"1573",kml_103826,"0.2"
"1574",kml_103827,"0.228571429"
"1575",kml_103828,"0.228571429"
"1576",kml_103829,"0.1"
"1577",kml_103830,"0.1"
"1578",kml_103831,"0"
"1579",kml_103897,"0.2"
"1580",kml_103899,"0.228571429"
"1581",kml_103901,"0"
"1582",kml_103946,"0.371428571"
"1583",kml_103947,"0.1"
"1584",kml_103951,"0.2"
"1585",kml_103957,"0.228571429"
"1586",kml_103958,"0.1"
"1587",kml_104012,"0.2"
"1588",kml_104013,"0.2"
"1589",kml_104028,"0.2"
"1590",kml_104106,"0.2"
"1591",kml_104155,"0.228571429"
"1592",kml_104157,"0.314285714"
"1593",kml_104230,"0.2"
"1594",kml_104231,"0.2"
"1595",kml_104324,"0.228571429"
"1596",kml_104355,"0"
"1597",kml_104386,"0.057142857"
"1598",kml_104412,"0.228571429"
"1599",kml_104414,"0.2"
"1600",kml_104578,"0.2"
"1601",kml_104588,"0.2"
"1602",kml_104670,"0.228571429"
"1603",kml_104671,"0.228571429"
"1604",kml_104745,"0.228571429"
"1605",kml_104746,"0.228571429"
"1606",kml_104748,"0.228571429"
"1607",kml_104749,"0.228571429"
"1608",kml_104752,"0.3"
"1609",kml_104758,"0.2"
"1610",kml_104759,"0.2"
"1611",kml_104760,"0.2"
"1612",kml_104761,"0.2"
"1613",kml_104818,"0.2"
"1614",kml_104825,"0.4"
"1615",kml_104827,"0.414285714"
"1616",kml_104828,"0.2"
"1617",kml_104878,"0.228571429"
"1618",kml_104890,"0.2"
"1619",kml_104892,"0.2"
"1620",kml_104893,"0.2"
"1621",kml_104896,"0.2"
"1622",kml_104897,"0.2"
"1623",kml_104899,"0.2"
"1624",kml_104913,"0.3"
"1625",kml_104928,"0.2"
"1626",kml_104931,"0.2"
"1627",kml_104932,"0.2"
"1628",kml_104992,"0.2"
"1629",kml_104996,"0.2"
"1630",kml_104997,"0.2"
"1631",kml_104999,"0.2"
"1632",kml_105018,"0.1"
"1633",kml_105027,"0.2"
"1634",kml_105031,"0.328571429"
"1635",kml_105032,"0.2"
"1636",kml_105061,"0.2"
"1637",kml_105062,"0.2"
"1638",kml_105066,"0.2"
"1639",kml_105075,"0.1"
"1640",kml_105101,"0"
"1641",kml_105110,"0.214285714"
"1642",kml_105120,"0.2"
"1643",kml_105143,"0.1"
"1644",kml_105147,"0.2"
"1645",kml_105155,"0.1"
"1646",kml_105210,"0.1"
"1647",kml_105211,"0.2"
"1648",kml_105301,"0.2"
"1649",kml_105303,"0.2"
"1650",kml_105306,"0.2"
"1651",kml_105365,"0.2"
"1652",kml_105384,"0.228571429"
"1653",kml_105414,"0"
"1654",kml_105416,"0"
"1655",kml_105418,"0.1"
"1656",kml_105446,"0.2"
"1657",kml_105489,"0.071428571"
"1658",kml_105506,"0.3"
"1659",kml_105636,"0.3"
"1660",kml_105683,"0.228571429"
"1661",kml_105730,"0.2"
"1662",kml_105855,"0"
"1663",kml_105908,"0"
"1664",kml_105909,"0"
"1665",kml_105911,"0"
"1666",kml_105931,"0.1"
"1667",kml_106035,"0.3"
"1668",kml_106037,"0.3"
"1669",kml_106038,"0.2"
"1670",kml_106048,"0.3"
"1671",kml_106056,"0.3"
"1672",kml_106116,"0.057142857"
"1673",kml_106171,"0"
"1674",kml_106172,"0.057142857"
"1675",kml_106173,"0"
"1676",kml_106226,"0.057142857"
"1677",kml_106227,"0"
"1678",kml_106230,"0"
"1679",kml_106293,"0"
"1680",kml_106315,"0.228571429"
"1681",kml_106316,"0.157142857"
"1682",kml_106317,"0.157142857"
"1683",kml_106327,"0.2"
"1684",kml_106336,"0.2"
"1685",kml_106365,"0.2"
"1686",kml_106367,"0.157142857"
"1687",kml_106376,"0.2"
"1688",kml_106398,"0.2"
"1689",kml_106401,"0.2"
"1690",kml_106418,"0.2"
"1691",kml_106437,"0.2"
"1692",kml_106440,"0.157142857"
"1693",kml_106450,"0.1"
"1694",kml_106464,"0.2"
"1695",kml_106466,"0.2"
"1696",kml_106467,"0.2"
"1697",kml_106468,"0.2"
"1698",kml_106499,"0.2"
"1699",kml_106553,"0.2"
"1700",kml_106554,"0.2"
"1701",kml_106632,"0.028571429"
"1702",kml_106634,"0"
"1703",kml_106773,"0.2"
"1704",kml_106781,"0.228571429"
"1705",kml_106851,"0.157142857"
"1706",kml_106914,"0"
"1707",kml_106917,"0.128571429"
"1708",kml_106922,"0.2"
"1709",kml_106925,"0.2"
"1710",kml_107017,"0.2"
"1711",kml_107118,"0.157142857"
"1712",kml_107191,"0.2"
"1713",kml_107195,"0.3"
"1714",kml_107237,"0.228571429"
"1715",kml_107245,"0.3"
"1716",kml_107251,"0.2"
"1717",kml_107263,"0.3"
"1718",kml_107264,"0.228571429"
"1719",kml_107270,"0.2"
"1720",kml_107281,"0.228571429"
"1721",kml_107298,"0.2"
"1722",kml_107304,"0.228571429"
"1723",kml_107306,"0.2"
"1724",kml_107325,"0.3"
"1725",kml_107329,"0.085714286"
"1726",kml_107377,"0.228571429"
"1727",kml_107396,"0.2"
"1728",kml_107398,"0.2"
"1729",kml_107400,"0.2"
"1730",kml_107492,"0.228571429"
"1731",kml_107498,"0.2"
"1732",kml_107565,"0.3"
"1733",kml_107567,"0.3"
"1734",kml_107714,"0.2"
"1735",kml_107721,"0.2"
"1736",kml_107770,"0.2"
"1737",kml_107773,"0.2"
"1738",kml_107817,"0.2"
"1739",kml_107819,"0.2"
"1740",kml_107820,"0.2"
"1741",kml_107850,"0.1"
"1742",kml_107907,"0.2"
"1743",kml_107910,"0.3"
"1744",kml_107943,"0.2"
"1745",kml_107947,"0.2"
"1746",kml_107999,"0.228571429"
"1747",kml_108000,"0.228571429"
"1748",kml_108001,"0.228571429"
"1749",kml_108002,"0.285714286"
"1750",kml_108004,"0.285714286"
"1751",kml_108005,"0.285714286"
"1752",kml_108055,"0.2"
"1753",kml_108058,"0.285714286"
"1754",kml_108060,"0.228571429"
"1755",kml_108067,"0.028571429"
"1756",kml_108071,"0.2"
"1757",kml_108073,"0.3"
"1758",kml_108074,"0.228571429"
"1759",kml_108075,"0.2"
"1760",kml_108102,"0.2"
"1761",kml_108104,"0.2"
"1762",kml_108107,"0.314285714"
"1763",kml_108114,"0.285714286"
"1764",kml_108115,"0.228571429"
"1765",kml_108116,"0.285714286"
